driverId,constructorId,gridPosition,finalPosition,q1,q2,q3,constructorPosition
4,1,6,8,70000.0,69000.0,69000.0,9
4,117,6,6,73000.0,72000.0,72000.0,5
4,6,10,3,84000.0,84000.0,85000.0,3
4,6,1,1,76000.0,98000.0,100000.0,2
4,6,4,2,76000.0,74000.0,74000.0,3
4,117,4,6,85000.0,85000.0,84000.0,4
4,214,7,6,92000.0,92000.0,92000.0,4
4,4,5,2,83000.0,83000.0,83000.0,1
4,1,9,5,75000.0,75000.0,75000.0,7
4,6,7,6,100000.0,99000.0,99000.0,4
4,214,9,8,92000.0,91000.0,91000.0,7
4,6,4,2,92000.0,91000.0,90000.0,3
4,6,5,3,81000.0,80000.0,80000.0,3
4,6,3,5,74000.0,74000.0,74000.0,4
4,117,10,8,91000.0,86000.0,86000.0,5
4,6,8,6,71000.0,71000.0,70000.0,4
4,6,8,9,102000.0,101000.0,102000.0,4
4,1,10,10,72000.0,72000.0,72000.0,6
4,1,2,2,72000.0,71000.0,72000.0,11
4,1,3,2,79000.0,79000.0,80000.0,11
4,214,9,4,77000.0,76000.0,76000.0,5
4,6,1,2,106000.0,116000.0,111000.0,2
4,6,3,1,114000.0,114000.0,114000.0,1
4,1,1,1,76000.0,75000.0,75000.0,11
4,1,2,7,76000.0,75000.0,76000.0,11
4,1,4,5,93000.0,92000.0,93000.0,11
4,117,7,5,65000.0,65000.0,64000.0,3
4,4,1,1,81000.0,80000.0,80000.0,1
4,4,1,1,75000.0,74000.0,74000.0,1
4,4,5,5,72000.0,71000.0,72000.0,1
4,4,7,5,75000.0,74000.0,75000.0,1
4,6,3,1,96000.0,95000.0,94000.0,2
4,214,7,7,90000.0,90000.0,90000.0,4
4,214,3,5,106000.0,105000.0,105000.0,4
4,6,3,7,100000.0,100000.0,99000.0,3
4,4,4,2,71000.0,71000.0,71000.0,1
4,117,8,9,78000.0,77000.0,77000.0,3
4,117,9,5,118000.0,112000.0,107000.0,3
4,6,5,2,103000.0,96000.0,88000.0,1
4,6,5,1,82000.0,81000.0,81000.0,2
4,6,5,3,78000.0,79000.0,75000.0,3
4,4,3,2,76000.0,75000.0,75000.0,1
4,117,7,11,77000.0,76000.0,76000.0,5
4,6,4,7,130000.0,128000.0,127000.0,3
4,117,4,3,70000.0,70000.0,71000.0,5
4,117,10,9,82000.0,81000.0,81000.0,4
4,6,5,2,92000.0,91000.0,90000.0,3
4,6,2,2,83000.0,82000.0,82000.0,4
4,6,5,3,76000.0,75000.0,74000.0,3
4,6,8,4,124000.0,122000.0,111000.0,3
4,4,8,5,81000.0,80000.0,81000.0,5
4,1,2,1,94000.0,94000.0,95000.0,11
4,6,9,9,96000.0,95000.0,96000.0,3
4,4,4,4,95000.0,95000.0,96000.0,4
4,4,8,5,83000.0,83000.0,85000.0,8
4,4,5,3,107000.0,106000.0,109000.0,7
4,4,9,7,75000.0,75000.0,76000.0,6
4,6,6,6,98000.0,98000.0,97000.0,4
4,117,8,8,115000.0,114000.0,114000.0,5
4,6,4,2,99000.0,97000.0,97000.0,3
4,6,3,1,92000.0,91000.0,90000.0,3
4,4,7,8,93000.0,92000.0,94000.0,5
4,4,6,2,72000.0,72000.0,72000.0,4
4,1,2,2,86000.0,85000.0,86000.0,11
4,4,9,11,95000.0,94000.0,97000.0,4
4,6,6,5,82000.0,81000.0,81000.0,4
4,4,2,9,96000.0,95000.0,96000.0,6
4,6,3,3,86000.0,86000.0,87000.0,3
4,117,4,5,88000.0,88000.0,87000.0,5
4,117,9,9,94000.0,93000.0,93000.0,5
4,117,7,7,84000.0,84000.0,84000.0,5
4,1,3,3,106000.0,105000.0,106000.0,11
4,6,9,9,95000.0,94000.0,94000.0,5
5,1,3,5,75000.0,74000.0,76000.0,3
5,1,10,4,75000.0,75000.0,76000.0,3
5,1,2,1,79000.0,79000.0,81000.0,2
5,1,3,5,85000.0,85000.0,87000.0,1
5,1,6,8,91000.0,100000.0,93000.0,6
5,1,6,5,81000.0,80000.0,82000.0,5
5,1,2,4,98000.0,98000.0,99000.0,4
5,1,8,7,107000.0,106000.0,109000.0,4
5,1,4,8,75000.0,75000.0,76000.0,2
5,1,5,10,104000.0,104000.0,105000.0,1
5,1,8,3,95000.0,94000.0,96000.0,1
5,4,9,8,106000.0,106000.0,108000.0,3
5,4,7,6,88000.0,87000.0,88000.0,3
5,4,6,5,72000.0,72000.0,73000.0,3
5,1,5,5,93000.0,91000.0,93000.0,3
5,208,8,15,98000.0,98000.0,97000.0,4
5,1,2,2,95000.0,95000.0,97000.0,2
5,1,4,6,83000.0,83000.0,84000.0,4
5,4,7,7,83000.0,83000.0,84000.0,3
5,4,8,7,81000.0,81000.0,82000.0,3
5,1,7,9,77000.0,77000.0,79000.0,3
5,1,5,7,72000.0,71000.0,72000.0,2
5,1,5,4,98000.0,98000.0,99000.0,2
6,3,10,8,105000.0,104000.0,107000.0,8
6,3,9,9,81000.0,80000.0,82000.0,6
6,3,5,11,78000.0,78000.0,80000.0,5
7,5,9,7,106000.0,106000.0,108000.0,8
7,5,10,10,78000.0,78000.0,80000.0,6
7,5,10,10,98000.0,98000.0,100000.0,9
7,5,8,13,96000.0,95000.0,98000.0,6
8,208,8,9,75000.0,75000.0,75000.0,4
8,51,8,7,89000.0,89000.0,89000.0,4
8,6,5,5,98000.0,97000.0,96000.0,2
8,6,6,3,76000.0,75000.0,75000.0,2
8,6,4,3,68000.0,68000.0,67000.0,2
8,208,9,5,92000.0,91000.0,91000.0,4
8,6,3,3,77000.0,92000.0,96000.0,2
8,6,1,2,80000.0,79000.0,79000.0,2
8,1,2,5,72000.0,71000.0,71000.0,3
8,6,2,9,75000.0,75000.0,75000.0,1
8,6,7,5,86000.0,86000.0,86000.0,2
8,6,6,6,77000.0,76000.0,76000.0,2
8,6,3,4,76000.0,75000.0,75000.0,2
8,6,6,3,80000.0,79000.0,81000.0,1
8,6,4,3,86000.0,86000.0,87000.0,1
8,6,6,6,75000.0,74000.0,76000.0,1
8,6,6,9,87000.0,87000.0,88000.0,4
8,6,3,3,72000.0,71000.0,72000.0,1
8,6,3,3,102000.0,101000.0,101000.0,2
8,6,8,9,100000.0,99000.0,99000.0,4
8,6,7,14,95000.0,94000.0,96000.0,10
8,6,4,4,72000.0,72000.0,72000.0,2
8,6,10,6,93000.0,92000.0,95000.0,9
8,6,2,5,84000.0,83000.0,83000.0,2
8,208,7,1,105000.0,97000.0,88000.0,2
8,208,4,2,82000.0,81000.0,81000.0,3
8,6,4,2,92000.0,91000.0,93000.0,2
8,6,1,2,75000.0,75000.0,76000.0,1
8,1,1,2,81000.0,81000.0,81000.0,3
8,208,8,5,91000.0,91000.0,90000.0,4
8,208,8,2,93000.0,93000.0,93000.0,2
8,208,5,10,85000.0,76000.0,74000.0,3
8,208,6,2,80000.0,80000.0,79000.0,4
8,6,4,4,93000.0,93000.0,92000.0,2
8,6,4,5,89000.0,88000.0,89000.0,2
8,6,6,3,98000.0,98000.0,100000.0,3
8,6,7,2,81000.0,80000.0,82000.0,3
8,6,9,8,79000.0,78000.0,80000.0,4
8,6,3,3,106000.0,105000.0,104000.0,2
8,6,8,10,96000.0,95000.0,98000.0,9
8,6,5,5,91000.0,91000.0,90000.0,2
8,6,7,8,106000.0,106000.0,106000.0,4
8,6,1,1,86000.0,85000.0,86000.0,1
8,6,3,5,97000.0,96000.0,95000.0,2
8,6,3,3,96000.0,96000.0,96000.0,2
8,6,4,3,67000.0,66000.0,69000.0,2
8,6,3,3,93000.0,91000.0,93000.0,1
8,208,5,2,99000.0,98000.0,98000.0,3
8,208,6,5,107000.0,116000.0,113000.0,3
8,208,5,2,82000.0,81000.0,81000.0,3
8,6,3,3,95000.0,94000.0,95000.0,1
8,6,4,4,72000.0,72000.0,72000.0,1
8,6,3,1,74000.0,74000.0,75000.0,1
8,6,2,1,95000.0,95000.0,96000.0,1
8,6,3,3,87000.0,86000.0,85000.0,1
8,208,4,2,90000.0,89000.0,89000.0,4
8,6,2,3,92000.0,92000.0,91000.0,2
8,6,3,3,72000.0,72000.0,71000.0,2
8,6,4,4,72000.0,71000.0,71000.0,2
8,6,5,6,71000.0,71000.0,71000.0,2
8,6,6,3,91000.0,90000.0,91000.0,2
8,6,3,2,64000.0,63000.0,63000.0,1
8,51,5,12,73000.0,72000.0,72000.0,9
8,1,5,4,91000.0,90000.0,90000.0,3
8,1,9,5,76000.0,75000.0,76000.0,3
8,6,3,3,69000.0,69000.0,68000.0,2
8,1,3,3,75000.0,75000.0,75000.0,3
8,1,2,3,81000.0,80000.0,80000.0,3
8,208,10,7,96000.0,96000.0,112000.0,2
8,208,2,2,97000.0,95000.0,94000.0,3
8,6,4,5,76000.0,76000.0,76000.0,1
8,6,5,6,75000.0,75000.0,75000.0,3
8,6,5,4,104000.0,104000.0,103000.0,3
8,6,6,4,94000.0,93000.0,93000.0,3
8,6,4,4,83000.0,82000.0,82000.0,3
8,6,6,6,79000.0,79000.0,79000.0,3
8,208,7,6,92000.0,91000.0,92000.0,4
8,6,3,9,107000.0,107000.0,106000.0,3
8,6,3,2,87000.0,86000.0,87000.0,1
8,6,3,2,80000.0,80000.0,80000.0,1
8,208,10,3,75000.0,99000.0,105000.0,4
8,208,3,3,109000.0,108000.0,108000.0,3
8,208,7,5,85000.0,84000.0,84000.0,4
8,6,6,6,74000.0,73000.0,73000.0,2
8,6,4,4,104000.0,104000.0,104000.0,2
8,6,1,1,106000.0,105000.0,105000.0,1
8,6,5,3,82000.0,82000.0,83000.0,1
8,1,8,5,84000.0,83000.0,84000.0,2
8,1,4,2,87000.0,86000.0,85000.0,2
8,51,8,4,69000.0,68000.0,68000.0,8
8,208,7,7,86000.0,86000.0,86000.0,4
8,6,5,10,95000.0,94000.0,94000.0,5
8,6,4,7,73000.0,72000.0,72000.0,2
8,6,3,5,65000.0,65000.0,64000.0,2
8,6,2,3,100000.0,88000.0,87000.0,2
8,6,4,5,93000.0,92000.0,92000.0,2
8,6,4,6,100000.0,99000.0,99000.0,3
8,6,5,4,90000.0,89000.0,89000.0,1
8,6,2,3,94000.0,93000.0,93000.0,2
8,6,1,2,73000.0,72000.0,72000.0,1
8,6,8,5,91000.0,91000.0,90000.0,3
8,6,10,10,77000.0,76000.0,76000.0,3
8,6,8,10,70000.0,69000.0,70000.0,3
8,6,8,4,129000.0,128000.0,128000.0,3
8,6,4,4,84000.0,83000.0,83000.0,1
8,6,6,2,102000.0,102000.0,102000.0,1
8,6,5,3,95000.0,93000.0,93000.0,2
8,6,5,3,78000.0,77000.0,77000.0,2
8,1,6,5,76000.0,75000.0,76000.0,3
8,1,1,3,75000.0,74000.0,74000.0,3
8,6,5,4,97000.0,97000.0,96000.0,2
8,6,2,3,83000.0,82000.0,81000.0,1
8,208,9,2,98000.0,98000.0,98000.0,4
8,208,6,7,85000.0,85000.0,85000.0,4
8,6,3,3,85000.0,84000.0,85000.0,1
8,6,4,4,104000.0,103000.0,103000.0,2
8,6,5,5,98000.0,97000.0,97000.0,2
8,6,10,5,89000.0,89000.0,88000.0,2
8,6,2,2,77000.0,77000.0,76000.0,2
8,208,4,1,102000.0,101000.0,101000.0,4
8,208,5,5,98000.0,98000.0,97000.0,4
8,208,4,6,98000.0,97000.0,96000.0,4
8,6,3,1,73000.0,72000.0,72000.0,1
8,6,3,3,83000.0,83000.0,84000.0,3
8,6,6,4,97000.0,97000.0,97000.0,2
8,6,4,2,94000.0,93000.0,93000.0,2
8,6,2,3,75000.0,74000.0,74000.0,4
8,6,6,4,94000.0,93000.0,93000.0,2
8,6,5,8,99000.0,98000.0,98000.0,2
8,6,2,3,78000.0,77000.0,78000.0,1
8,6,2,3,95000.0,95000.0,96000.0,1
8,208,10,5,97000.0,96000.0,96000.0,5
8,6,6,1,105000.0,104000.0,106000.0,3
8,6,1,1,80000.0,80000.0,81000.0,1
8,6,5,6,83000.0,81000.0,80000.0,4
8,6,7,10,102000.0,102000.0,102000.0,4
8,6,5,4,91000.0,91000.0,92000.0,3
8,208,4,3,83000.0,82000.0,82000.0,3
8,6,5,2,83000.0,83000.0,83000.0,2
8,6,2,1,79000.0,79000.0,80000.0,1
8,6,4,2,91000.0,90000.0,90000.0,2
8,6,2,1,95000.0,94000.0,96000.0,3
8,6,2,1,94000.0,92000.0,92000.0,2
8,6,10,7,71000.0,71000.0,71000.0,4
8,208,4,14,96000.0,95000.0,95000.0,6
9,2,4,8,80000.0,79000.0,81000.0,3
9,2,8,2,83000.0,81000.0,80000.0,7
9,2,5,4,86000.0,86000.0,88000.0,2
9,2,8,6,107000.0,106000.0,108000.0,3
9,2,4,4,81000.0,80000.0,82000.0,2
9,2,4,2,95000.0,94000.0,96000.0,2
9,2,5,4,105000.0,104000.0,106000.0,7
9,2,4,11,104000.0,104000.0,105000.0,3
9,2,7,8,107000.0,106000.0,109000.0,8
9,2,6,2,78000.0,77000.0,78000.0,3
9,2,14,9,106000.0,105000.0,106000.0,2
9,2,6,6,93000.0,92000.0,93000.0,2
9,4,9,11,115000.0,114000.0,115000.0,7
9,2,5,4,80000.0,80000.0,80000.0,2
9,2,4,4,75000.0,75000.0,75000.0,2
9,2,5,4,81000.0,81000.0,82000.0,2
9,2,5,7,91000.0,91000.0,92000.0,2
9,2,6,5,83000.0,82000.0,83000.0,2
9,2,5,8,87000.0,87000.0,87000.0,2
9,2,7,5,80000.0,80000.0,80000.0,2
9,4,2,3,75000.0,74000.0,74000.0,5
9,4,7,8,82000.0,81000.0,81000.0,5
9,2,7,5,73000.0,72000.0,73000.0,2
9,4,8,5,96000.0,95000.0,95000.0,5
9,4,6,4,106000.0,106000.0,111000.0,5
9,4,7,6,87000.0,87000.0,87000.0,5
9,4,8,7,76000.0,75000.0,75000.0,5
9,4,6,5,98000.0,98000.0,98000.0,5
9,2,9,7,86000.0,85000.0,87000.0,2
9,4,3,3,116000.0,107000.0,106000.0,5
9,4,8,5,97000.0,97000.0,96000.0,5
9,2,1,3,92000.0,91000.0,93000.0,1
9,2,5,5,75000.0,75000.0,77000.0,2
9,2,10,7,87000.0,87000.0,89000.0,8
9,4,9,8,83000.0,82000.0,83000.0,5
9,2,10,8,98000.0,98000.0,100000.0,8
9,2,5,2,75000.0,75000.0,76000.0,3
9,2,7,7,75000.0,75000.0,76000.0,2
9,2,2,1,77000.0,77000.0,78000.0,2
9,2,9,9,72000.0,71000.0,72000.0,5
9,2,3,3,98000.0,98000.0,99000.0,3
9,2,6,3,82000.0,81000.0,82000.0,5
9,4,8,7,107000.0,106000.0,106000.0,5
9,4,9,2,85000.0,85000.0,85000.0,4
9,2,7,10,100000.0,100000.0,101000.0,6
10,7,6,2,107000.0,106000.0,109000.0,5
10,7,7,4,105000.0,104000.0,106000.0,5
10,7,19,4,85000.0,85000.0,86000.0,2
10,7,9,11,95000.0,96000.0,99000.0,4
10,7,7,10,105000.0,104000.0,106000.0,5
10,7,8,11,75000.0,75000.0,77000.0,5
10,7,3,3,94000.0,94000.0,95000.0,2
10,7,8,9,79000.0,78000.0,80000.0,3
10,7,10,6,72000.0,71000.0,74000.0,5
10,7,5,2,79000.0,79000.0,81000.0,4
10,7,2,7,93000.0,92000.0,93000.0,3
12,4,10,13,92000.0,95000.0,94000.0,7
12,4,10,6,80000.0,80000.0,82000.0,5
13,6,2,1,91000.0,91000.0,93000.0,2
13,6,7,5,74000.0,73000.0,73000.0,3
13,6,6,6,95000.0,96000.0,98000.0,1
13,6,2,1,106000.0,106000.0,107000.0,1
13,6,5,6,98000.0,97000.0,96000.0,3
13,6,6,5,77000.0,77000.0,79000.0,1
13,6,4,7,93000.0,91000.0,90000.0,3
13,6,6,5,101000.0,99000.0,99000.0,3
13,3,9,6,87000.0,86000.0,86000.0,3
13,6,2,3,74000.0,74000.0,75000.0,1
13,6,1,3,75000.0,75000.0,75000.0,1
13,6,2,3,76000.0,75000.0,75000.0,2
13,6,7,8,81000.0,80000.0,79000.0,3
13,6,2,1,75000.0,75000.0,76000.0,1
13,6,1,1,98000.0,97000.0,98000.0,1
13,6,1,1,70000.0,70000.0,70000.0,2
13,6,6,6,105000.0,104000.0,103000.0,2
13,6,1,2,90000.0,89000.0,89000.0,2
13,6,7,15,91000.0,91000.0,91000.0,3
13,6,1,1,87000.0,87000.0,86000.0,2
13,6,4,9,82000.0,81000.0,81000.0,1
13,6,10,7,121000.0,109000.0,124000.0,3
13,6,4,4,76000.0,75000.0,75000.0,2
13,6,6,4,118000.0,107000.0,106000.0,3
13,6,4,4,81000.0,80000.0,80000.0,3
13,6,3,2,75000.0,74000.0,74000.0,3
13,6,3,3,82000.0,82000.0,82000.0,3
13,6,4,4,84000.0,84000.0,84000.0,2
13,6,5,10,91000.0,91000.0,91000.0,2
13,3,9,7,69000.0,69000.0,69000.0,5
13,6,7,8,101000.0,100000.0,101000.0,3
13,6,3,2,74000.0,74000.0,74000.0,2
13,6,4,5,81000.0,80000.0,80000.0,2
13,6,10,5,76000.0,75000.0,77000.0,2
13,6,2,2,71000.0,71000.0,71000.0,2
13,6,3,3,91000.0,90000.0,90000.0,2
13,6,9,3,82000.0,81000.0,81000.0,2
13,6,4,15,93000.0,93000.0,93000.0,3
13,6,4,4,84000.0,83000.0,83000.0,3
13,6,4,4,104000.0,96000.0,88000.0,1
13,6,6,3,97000.0,96000.0,96000.0,3
13,6,6,10,100000.0,100000.0,100000.0,3
13,6,5,6,95000.0,95000.0,94000.0,2
13,6,2,5,97000.0,96000.0,110000.0,3
13,6,5,4,85000.0,85000.0,85000.0,3
13,3,7,8,98000.0,97000.0,98000.0,5
13,6,6,9,98000.0,98000.0,98000.0,2
13,6,5,11,98000.0,98000.0,98000.0,3
13,6,11,4,97000.0,96000.0,96000.0,2
13,6,8,7,101000.0,101000.0,101000.0,2
13,6,8,7,86000.0,85000.0,85000.0,3
13,6,7,5,96000.0,96000.0,96000.0,3
13,6,3,3,95000.0,95000.0,96000.0,1
13,6,6,6,86000.0,86000.0,85000.0,2
13,6,4,6,85000.0,85000.0,85000.0,1
13,6,1,2,72000.0,72000.0,71000.0,1
13,3,4,3,85000.0,85000.0,84000.0,3
13,6,3,6,74000.0,73000.0,73000.0,3
13,6,2,2,106000.0,105000.0,106000.0,1
13,3,1,4,70000.0,69000.0,68000.0,5
13,6,7,9,96000.0,95000.0,95000.0,2
13,6,4,5,79000.0,79000.0,80000.0,1
13,6,6,4,98000.0,98000.0,97000.0,2
13,6,5,3,76000.0,74000.0,72000.0,2
13,6,6,6,95000.0,95000.0,95000.0,3
13,6,9,6,82000.0,81000.0,81000.0,2
13,6,2,9,93000.0,92000.0,91000.0,3
13,6,8,7,87000.0,87000.0,87000.0,3
13,3,10,9,101000.0,100000.0,101000.0,5
13,6,4,4,74000.0,74000.0,74000.0,2
13,3,8,6,91000.0,90000.0,90000.0,5
13,3,7,7,95000.0,94000.0,94000.0,6
13,6,9,7,86000.0,87000.0,88000.0,3
13,3,7,6,85000.0,84000.0,84000.0,4
13,3,9,9,80000.0,80000.0,80000.0,5
13,3,6,5,86000.0,84000.0,84000.0,4
13,3,9,13,128000.0,128000.0,129000.0,4
13,6,1,1,87000.0,87000.0,87000.0,1
13,6,3,4,84000.0,84000.0,84000.0,3
13,6,1,2,75000.0,74000.0,75000.0,1
13,6,3,2,91000.0,90000.0,91000.0,1
13,3,10,10,107000.0,107000.0,108000.0,5
13,6,1,1,81000.0,80000.0,81000.0,1
13,6,3,3,76000.0,76000.0,75000.0,1
13,6,4,5,92000.0,91000.0,91000.0,3
13,6,6,10,75000.0,74000.0,74000.0,4
13,3,3,3,70000.0,70000.0,70000.0,3
13,3,3,4,89000.0,87000.0,87000.0,4
13,3,8,8,102000.0,102000.0,101000.0,3
13,6,1,1,92000.0,91000.0,92000.0,1
13,6,5,4,107000.0,116000.0,113000.0,2
13,6,5,5,91000.0,91000.0,90000.0,3
13,6,7,9,82000.0,81000.0,81000.0,4
13,6,5,5,98000.0,98000.0,97000.0,3
13,6,1,5,95000.0,94000.0,95000.0,1
13,3,4,5,97000.0,97000.0,97000.0,4
13,3,6,5,107000.0,106000.0,106000.0,3
13,6,2,2,115000.0,114000.0,114000.0,1
13,6,5,3,85000.0,85000.0,84000.0,1
13,3,5,10,105000.0,104000.0,104000.0,4
13,3,4,3,71000.0,69000.0,69000.0,3
13,6,5,4,75000.0,75000.0,75000.0,4
13,6,1,1,71000.0,71000.0,72000.0,1
13,3,4,4,97000.0,97000.0,97000.0,3
13,3,4,5,98000.0,97000.0,96000.0,3
13,6,4,6,80000.0,80000.0,80000.0,7
13,6,4,8,125000.0,124000.0,110000.0,3
13,6,5,7,78000.0,77000.0,78000.0,1
13,6,1,13,104000.0,104000.0,104000.0,2
13,6,7,6,75000.0,74000.0,75000.0,3
13,6,4,6,82000.0,81000.0,80000.0,3
13,6,6,6,84000.0,83000.0,83000.0,3
13,3,7,6,100000.0,101000.0,112000.0,3
13,3,5,3,85000.0,83000.0,83000.0,3
13,6,7,6,87000.0,87000.0,88000.0,4
13,3,3,4,94000.0,93000.0,93000.0,3
13,6,3,2,95000.0,95000.0,96000.0,1
13,3,8,12,83000.0,83000.0,83000.0,3
13,6,3,3,72000.0,72000.0,72000.0,1
13,3,4,7,94000.0,93000.0,93000.0,3
13,3,4,2,101000.0,101000.0,101000.0,3
13,3,7,6,81000.0,80000.0,80000.0,3
13,3,6,5,85000.0,85000.0,85000.0,3
13,6,1,1,85000.0,86000.0,87000.0,1
13,6,3,2,81000.0,80000.0,82000.0,1
13,6,8,3,91000.0,101000.0,94000.0,4
13,3,6,6,109000.0,108000.0,108000.0,3
14,9,7,3,75000.0,73000.0,76000.0,8
14,9,7,9,75000.0,75000.0,77000.0,4
14,9,10,13,75000.0,75000.0,77000.0,5
14,9,5,8,96000.0,96000.0,97000.0,5
14,9,9,5,82000.0,81000.0,82000.0,6
14,9,10,9,86000.0,86000.0,89000.0,5
15,7,3,4,95000.0,94000.0,96000.0,6
15,7,20,3,86000.0,85000.0,87000.0,2
15,7,9,7,93000.0,92000.0,94000.0,4
15,7,2,4,94000.0,93000.0,95000.0,2
15,7,1,3,92000.0,92000.0,93000.0,3
15,7,8,6,73000.0,72000.0,73000.0,5
15,7,4,7,78000.0,78000.0,80000.0,3
15,7,2,2,91000.0,90000.0,92000.0,5
15,7,5,4,87000.0,87000.0,88000.0,3
15,7,9,11,83000.0,83000.0,84000.0,6
15,7,8,8,81000.0,80000.0,82000.0,5
15,7,7,6,92000.0,92000.0,93000.0,5
15,7,4,3,75000.0,75000.0,76000.0,5
15,7,8,10,86000.0,86000.0,88000.0,6
15,7,6,7,100000.0,100000.0,101000.0,5
15,7,2,8,72000.0,72000.0,72000.0,5
15,7,8,11,107000.0,106000.0,107000.0,6
15,7,7,13,95000.0,96000.0,99000.0,4
15,7,9,7,79000.0,79000.0,81000.0,4
15,7,4,9,75000.0,75000.0,76000.0,4
15,7,7,5,97000.0,97000.0,100000.0,4
15,7,4,6,90000.0,90000.0,90000.0,6
15,7,8,7,95000.0,95000.0,96000.0,4
15,7,7,5,78000.0,77000.0,79000.0,5
16,10,6,13,94000.0,93000.0,93000.0,5
16,10,2,4,83000.0,83000.0,84000.0,9
16,10,6,7,92000.0,91000.0,90000.0,5
16,10,7,15,92000.0,96000.0,94000.0,10
16,10,9,8,100000.0,100000.0,100000.0,6
16,10,10,11,96000.0,95000.0,95000.0,6
16,10,10,12,115000.0,114000.0,116000.0,5
16,10,8,13,91000.0,91000.0,92000.0,9
16,10,8,5,118000.0,107000.0,106000.0,6
16,10,8,6,92000.0,91000.0,92000.0,7
16,10,8,5,85000.0,77000.0,75000.0,5
16,10,4,5,109000.0,107000.0,110000.0,6
17,9,1,2,117000.0,107000.0,105000.0,1
17,9,6,7,95000.0,94000.0,97000.0,7
17,9,6,7,86000.0,86000.0,88000.0,5
17,9,7,5,82000.0,81000.0,81000.0,1
17,9,3,2,79000.0,78000.0,75000.0,1
17,9,1,2,101000.0,100000.0,99000.0,1
17,9,6,3,92000.0,91000.0,92000.0,5
17,9,5,6,95000.0,94000.0,95000.0,7
17,9,3,2,95000.0,95000.0,96000.0,2
17,9,2,3,99000.0,98000.0,97000.0,1
17,9,1,3,92000.0,91000.0,90000.0,1
17,9,5,3,80000.0,80000.0,81000.0,2
17,9,2,2,92000.0,91000.0,90000.0,1
17,9,5,4,83000.0,88000.0,86000.0,1
17,9,5,3,107000.0,105000.0,105000.0,1
17,9,4,6,83000.0,82000.0,82000.0,1
17,9,3,5,121000.0,108000.0,121000.0,1
17,9,1,1,76000.0,75000.0,74000.0,1
17,9,2,1,81000.0,79000.0,79000.0,1
17,9,4,6,75000.0,74000.0,74000.0,2
17,9,10,10,95000.0,95000.0,97000.0,6
17,9,6,9,77000.0,76000.0,76000.0,6
17,9,9,7,73000.0,72000.0,73000.0,6
17,9,4,7,74000.0,74000.0,74000.0,1
17,9,1,3,93000.0,91000.0,90000.0,1
17,9,2,1,107000.0,115000.0,111000.0,1
17,9,3,2,100000.0,100000.0,101000.0,2
17,9,2,1,84000.0,80000.0,79000.0,2
17,9,7,11,108000.0,107000.0,107000.0,1
17,3,7,6,93000.0,92000.0,93000.0,5
17,9,2,9,92000.0,91000.0,91000.0,1
17,9,1,2,98000.0,98000.0,97000.0,1
17,9,2,2,87000.0,86000.0,85000.0,1
17,9,9,9,105000.0,104000.0,106000.0,2
17,9,3,4,76000.0,73000.0,72000.0,1
17,9,3,5,85000.0,84000.0,84000.0,1
17,9,2,1,90000.0,90000.0,89000.0,2
17,9,5,8,100000.0,100000.0,99000.0,1
17,9,7,5,76000.0,75000.0,75000.0,2
17,9,4,2,86000.0,86000.0,87000.0,1
17,9,1,1,75000.0,74000.0,73000.0,1
17,9,2,6,104000.0,96000.0,87000.0,3
17,9,5,2,97000.0,96000.0,112000.0,1
17,9,2,3,84000.0,84000.0,83000.0,1
17,9,4,2,87000.0,87000.0,88000.0,2
17,9,8,5,75000.0,74000.0,75000.0,2
17,9,3,2,78000.0,78000.0,79000.0,2
17,9,1,1,91000.0,98000.0,92000.0,2
17,9,12,6,109000.0,108000.0,108000.0,1
17,9,8,8,76000.0,99000.0,101000.0,1
17,9,4,3,74000.0,73000.0,73000.0,1
17,9,1,4,83000.0,81000.0,80000.0,1
17,9,9,9,98000.0,98000.0,100000.0,2
17,9,3,4,76000.0,74000.0,74000.0,1
17,9,3,3,80000.0,80000.0,81000.0,2
17,3,10,6,84000.0,83000.0,84000.0,6
17,9,4,2,91000.0,91000.0,90000.0,1
17,9,7,7,93000.0,93000.0,93000.0,1
17,9,4,3,85000.0,77000.0,74000.0,1
17,9,9,9,80000.0,80000.0,81000.0,5
17,9,2,3,98000.0,97000.0,96000.0,1
17,9,1,2,92000.0,91000.0,90000.0,1
17,9,7,10,97000.0,96000.0,98000.0,5
17,9,6,8,115000.0,114000.0,115000.0,4
17,9,2,3,86000.0,85000.0,85000.0,1
17,9,16,14,96000.0,95000.0,97000.0,7
17,9,1,3,87000.0,86000.0,86000.0,2
17,9,7,7,107000.0,106000.0,107000.0,5
17,9,1,1,81000.0,80000.0,79000.0,3
17,9,2,8,95000.0,95000.0,94000.0,3
17,9,6,4,93000.0,91000.0,91000.0,1
17,9,2,4,86000.0,85000.0,84000.0,1
17,9,6,6,76000.0,75000.0,77000.0,4
17,9,6,5,82000.0,80000.0,80000.0,1
17,9,2,3,107000.0,105000.0,104000.0,1
17,9,1,2,111000.0,108000.0,109000.0,3
17,9,2,9,85000.0,84000.0,84000.0,5
17,9,3,4,97000.0,96000.0,95000.0,1
17,9,2,1,73000.0,72000.0,72000.0,1
17,9,3,7,91000.0,90000.0,89000.0,1
17,9,4,4,97000.0,97000.0,96000.0,2
17,9,5,4,87000.0,86000.0,85000.0,2
17,9,3,2,122000.0,123000.0,109000.0,1
