raceId,driverId,constructorId,gridPosition,finalPosition,points,totalLaps,finalMilliseconds,fastestLap,fastestLapTime,fastestLapSpeed,statusId
18,1,1,1,1,10.0,58,5690616,39,1:27.452,218.3,1
18,2,2,5,2,8.0,58,5696094,41,1:27.739,217.586,1
18,3,3,7,3,6.0,58,5698779,41,1:28.090,216.719,1
18,4,4,11,4,5.0,58,5707797,58,1:28.603,215.464,1
18,5,1,3,5,4.0,58,5708630,43,1:27.418,218.385,1
19,8,6,2,1,10.0,56,5478555,37,1:35.405,209.158,1
19,9,2,4,2,8.0,56,5498125,39,1:35.921,208.033,1
19,5,1,8,3,6.0,56,5517005,19,1:35.922,208.031,1
19,15,7,3,4,5.0,56,5524387,53,1:36.068,207.715,1
19,1,1,9,5,4.0,56,5525103,53,1:35.462,209.033,1
19,2,2,5,6,3.0,56,5528388,55,1:35.366,209.244,1
19,17,9,6,7,2.0,56,5546685,53,1:36.696,206.366,1
19,4,4,7,8,1.0,56,5548596,40,1:36.288,207.24,1
19,14,9,12,9,0.0,56,5554775,55,1:36.206,207.417,1
19,18,11,11,10,0.0,56,5564769,56,1:35.715,208.481,1
19,12,4,13,11,0.0,56,5570757,52,1:36.956,205.812,1
20,13,6,2,1,10.0,57,5466970,38,1:33.600,208.153,1
20,8,6,4,2,8.0,57,5470309,35,1:33.709,207.911,1
20,9,2,1,3,6.0,57,5471968,55,1:33.775,207.765,1
20,2,2,6,4,5.0,57,5475379,48,1:33.565,208.231,1
20,5,1,5,5,4.0,57,5493759,49,1:33.193,209.062,1
20,15,7,7,6,3.0,57,5508284,45,1:34.204,206.819,1
20,17,9,11,7,2.0,57,5512443,51,1:34.305,206.597,1
20,3,3,8,8,1.0,57,5522859,57,1:34.072,207.109,1
20,10,7,13,9,0.0,57,5536470,56,1:34.807,205.503,1
20,4,4,10,10,0.0,57,5544151,35,1:35.194,204.668,1
20,22,11,12,11,0.0,57,5544832,40,1:34.855,205.399,1
21,8,6,1,1,10.0,66,5899051,46,1:21.670,205.191,1
21,13,6,3,2,8.0,66,5902279,45,1:21.801,204.863,1
21,1,1,5,3,6.0,66,5903238,20,1:22.017,204.323,1
21,9,2,4,4,5.0,66,5904745,20,1:22.106,204.102,1
21,17,9,7,5,4.0,66,5934989,19,1:22.564,202.969,1
21,18,11,13,6,3.0,66,5952061,66,1:22.353,203.489,1
21,6,3,12,7,2.0,66,5957295,48,1:23.549,200.576,1
21,15,7,8,8,1.0,66,5958486,45,1:22.758,202.494,1
21,2,2,9,9,0.0,66,5962124,21,1:22.519,203.08,1
22,13,6,1,1,10.0,58,5209451,16,1:26.666,221.734,1
22,1,1,3,2,8.0,58,5213230,31,1:26.529,222.085,1
22,8,6,4,3,6.0,58,5213722,20,1:26.506,222.144,1
22,9,2,5,4,5.0,58,5231396,17,1:26.780,221.442,1
22,2,2,9,5,4.0,58,5248192,20,1:27.219,220.328,1
22,4,4,7,6,3.0,58,5263175,57,1:27.280,220.174,1
22,17,9,6,7,2.0,58,5273680,14,1:27.630,219.294,1
22,3,3,11,8,1.0,58,5280857,55,1:27.795,218.882,1
22,14,9,10,9,0.0,58,5284721,41,1:27.966,218.457,1
22,15,7,8,10,0.0,58,5285795,52,1:27.926,218.556,1
23,1,1,3,1,10.0,76,7242742,71,1:18.510,153.152,1
23,9,2,5,2,8.0,76,7245806,75,1:17.933,154.286,1
23,13,6,1,3,6.0,76,7247553,76,1:17.886,154.379,1
23,17,9,9,4,5.0,76,7262037,74,1:19.036,152.133,1
23,20,5,19,5,4.0,76,7267399,74,1:18.787,152.614,1
23,22,11,14,6,3.0,76,7271150,75,1:19.574,151.104,1
23,6,3,13,7,2.0,76,7272922,75,1:19.910,150.469,1
23,5,1,4,8,1.0,76,7275933,74,1:17.282,155.586,1
23,8,6,2,9,0.0,76,7276534,74,1:16.689,156.789,1
24,9,2,2,1,10.0,70,5784447,47,1:17.539,202.473,1
24,2,2,8,2,8.0,70,5800942,25,1:17.430,202.758,1
24,14,9,13,3,6.0,70,5807799,36,1:18.085,201.057,1
24,10,7,11,4,5.0,70,5827074,31,1:19.087,198.51,1
24,13,6,6,5,4.0,70,5828381,11,1:18.006,201.261,1
24,15,7,14,6,3.0,70,5832222,38,1:18.870,199.056,1
24,22,11,9,7,2.0,70,5838044,35,1:18.301,200.503,1
24,20,5,19,8,1.0,70,5838567,33,1:18.532,199.913,1
24,5,1,7,9,0.0,70,5838880,62,1:18.462,200.091,1
24,3,3,5,10,0.0,70,5842196,14,1:17.977,201.336,1
24,18,11,20,11,0.0,70,5851987,58,1:19.352,197.847,1
24,17,9,10,12,0.0,70,5855676,51,1:18.201,200.759,1
25,13,6,2,1,10.0,70,5510245,20,1:16.729,206.956,1
25,8,6,1,2,8.0,70,5528229,16,1:16.630,207.224,1
25,15,7,4,3,6.0,70,5538495,12,1:17.567,204.721,1
25,5,1,10,4,5.0,70,5539174,46,1:17.134,205.87,1
25,9,2,5,5,4.0,70,5540757,16,1:17.172,205.768,1
25,17,9,6,6,3.0,70,5550549,22,1:17.507,204.879,1
25,12,4,9,7,2.0,70,5551278,24,1:17.758,204.218,1
25,4,4,3,8,1.0,70,5553617,39,1:17.641,204.525,1
25,14,9,7,9,0.0,70,5561317,23,1:17.818,204.06,1
25,1,1,13,10,0.0,70,5564766,40,1:17.453,205.022,1
25,10,7,8,11,0.0,70,5567983,45,1:17.836,204.013,1
25,20,5,12,12,0.0,70,5568310,36,1:17.760,204.212,1
25,2,2,11,13,0.0,70,5572324,46,1:17.716,204.328,1
26,1,1,4,1,10.0,60,5949440,16,1:32.817,199.398,1
26,2,2,5,2,8.0,60,6018017,21,1:32.719,199.609,1
26,22,11,16,3,6.0,60,6031713,21,1:33.386,198.183,1
27,1,1,1,1,10.0,67,5480874,17,1:16.039,216.552,1
27,12,4,17,2,8.0,67,5486460,66,1:16.910,214.099,1
27,13,6,2,3,6.0,67,5490213,19,1:16.502,215.241,1
27,2,2,12,4,5.0,67,5490699,52,1:15.987,216.7,1
27,5,1,3,5,4.0,67,5493285,63,1:16.495,215.261,1
27,8,6,6,6,3.0,67,5495357,66,1:16.342,215.692,1
27,9,2,7,7,2.0,67,5503477,17,1:16.610,214.937,1
27,20,5,9,8,1.0,67,5514156,20,1:16.772,214.484,1
27,15,7,4,9,0.0,67,5518073,17,1:17.023,213.785,1
27,3,3,13,10,0.0,67,5518532,34,1:17.380,212.799,1
27,4,4,5,11,0.0,67,5519499,17,1:17.115,213.53,1
27,7,5,15,12,0.0,67,5519985,63,1:16.969,213.935,1
27,14,9,10,13,0.0,67,5535845,18,1:16.994,213.866,1
27,6,3,16,14,0.0,67,5540877,23,1:17.691,211.947,1
27,16,10,19,15,0.0,67,5550362,66,1:17.889,211.408,1
27,21,10,20,16,0.0,67,5564967,67,1:18.208,210.546,1
28,5,1,2,1,10.0,70,5847067,19,1:21.753,192.917,1
28,10,7,5,2,8.0,70,5858128,42,1:21.671,193.111,1
28,8,6,6,3,6.0,70,5863923,61,1:21.195,194.243,1
28,4,4,7,4,5.0,70,5868681,47,1:21.793,192.823,1
28,1,1,1,5,4.0,70,5870115,15,1:21.493,193.533,1
28,12,4,10,6,3.0,70,5879365,64,1:21.537,193.428,1
28,15,7,9,7,2.0,70,5883516,65,1:21.638,193.189,1
28,9,2,4,8,1.0,70,5895388,70,1:21.941,192.475,1
28,17,9,8,9,0.0,70,5905901,67,1:22.125,192.043,1
28,2,2,15,10,0.0,70,5914776,67,1:22.183,191.908,1
28,14,9,13,11,0.0,70,5917474,67,1:22.732,190.634,1
29,13,6,1,1,10.0,57,5732339,36,1:38.708,197.637,1
29,1,1,2,2,8.0,57,5737950,16,1:38.884,197.285,1
29,9,2,3,3,6.0,57,5769692,38,1:39.330,196.399,1
29,5,1,5,4,5.0,57,5772042,19,1:39.112,196.831,1
29,15,7,7,5,4.0,57,5783023,37,1:39.657,195.755,1
29,20,5,6,6,3.0,57,5784964,36,1:39.485,196.093,1
29,10,7,13,7,2.0,57,5800329,54,1:39.535,195.995,1
29,3,3,9,8,1.0,57,5803796,35,1:39.577,195.912,1
29,2,2,8,9,0.0,57,5814516,57,1:39.526,196.013,1
29,7,5,10,10,0.0,57,5822133,35,1:39.639,195.79,1
29,12,4,15,11,0.0,57,5825056,29,1:39.544,195.977,1
30,13,6,2,1,10.0,44,4979394,26,1:48.222,232.987,1
30,2,2,5,2,8.0,44,4988777,36,1:49.067,231.182,1
30,1,1,1,3,6.0,44,4989933,20,1:48.135,233.175,1
30,4,4,6,4,5.0,44,4993872,25,1:49.238,230.82,1
30,20,5,10,5,4.0,44,4993970,16,1:49.086,231.142,1
30,9,2,8,6,3.0,44,4994431,36,1:48.965,231.399,1
30,7,5,9,7,2.0,44,4996129,31,1:49.002,231.32,1
30,17,9,7,8,1.0,44,5022170,34,1:49.515,230.236,1
30,10,7,13,9,0.0,44,5046439,37,1:50.255,228.691,1
31,20,5,1,1,10.0,53,5207494,53,1:30.510,230.414,1
31,5,1,2,2,8.0,53,5220006,53,1:30.300,230.95,1
31,9,2,11,3,6.0,53,5227965,52,1:30.298,230.955,1
31,4,4,8,4,5.0,53,5231397,51,1:29.961,231.82,1
31,2,2,10,5,4.0,53,5235242,53,1:29.807,232.217,1
31,13,6,6,6,3.0,53,5236310,52,1:29.696,232.505,1
31,1,1,15,7,2.0,53,5237406,52,1:29.721,232.44,1
31,17,9,3,8,1.0,53,5239542,52,1:29.681,232.544,1
31,8,6,14,9,0.0,53,5246962,53,1:28.047,236.859,1
31,12,4,17,10,0.0,53,5261939,53,1:30.918,229.38,1
31,10,7,9,11,0.0,53,5266382,53,1:29.948,231.853,1
31,6,3,18,12,0.0,53,5269509,53,1:30.215,231.167,1
31,15,7,7,13,0.0,53,5273448,52,1:30.853,229.544,1
31,3,3,5,14,0.0,53,5276129,53,1:30.019,231.671,1
31,18,11,19,15,0.0,53,5280864,52,1:29.827,232.166,1
32,4,4,15,1,10.0,61,7036304,55,1:45.768,172.464,1
32,3,3,8,2,8.0,61,7039261,39,1:46.454,171.352,1
32,1,1,2,3,6.0,61,7042221,14,1:46.072,171.969,1
32,10,7,7,4,5.0,61,7044459,50,1:47.044,170.408,1
32,20,5,6,5,4.0,61,7046572,13,1:47.271,170.047,1
32,2,2,9,6,3.0,61,7047405,14,1:47.306,169.992,1
32,14,9,14,7,2.0,61,7052691,41,1:47.562,169.587,1
32,6,3,10,8,1.0,61,7054793,13,1:47.287,170.022,1
32,18,11,12,9,0.0,61,7056189,61,1:48.128,168.7,1
32,5,1,5,10,0.0,61,7063206,14,1:47.337,169.943,1
32,9,2,4,11,0.0,61,7064279,14,1:46.899,170.639,1
32,7,5,17,12,0.0,61,7065736,29,1:47.820,169.181,1
32,13,6,1,13,0.0,61,7071474,13,1:45.757,172.482,1
32,21,10,20,14,0.0,61,7079875,28,1:49.101,167.195,1
33,4,4,4,1,10.0,67,5421892,41,1:19.101,207.668,1
33,9,2,6,2,8.0,67,5427175,16,1:19.292,207.168,1
33,8,6,2,3,6.0,67,5428292,66,1:18.995,207.947,1
33,12,4,12,4,5.0,67,5442462,54,1:19.199,207.411,1
33,15,7,7,5,4.0,67,5445659,18,1:19.524,206.564,1
33,20,5,9,6,3.0,67,5461099,21,1:19.617,206.322,1
33,13,6,5,7,2.0,67,5468050,55,1:18.426,209.456,1
33,17,9,13,8,1.0,67,5472703,30,1:19.820,205.798,1
33,2,2,16,9,0.0,67,5476012,67,1:19.461,206.727,1
33,7,5,10,10,0.0,67,5480977,49,1:19.262,207.246,1
33,3,3,15,11,0.0,67,5483988,66,1:19.531,206.545,1
33,1,1,1,12,0.0,67,5500792,65,1:19.560,206.47,1
34,1,1,1,1,10.0,56,5517403,13,1:36.325,203.722,1
34,13,6,3,2,8.0,56,5532328,36,1:36.591,203.161,1
34,8,6,2,3,6.0,56,5533848,14,1:36.483,203.389,1
34,4,4,4,4,5.0,56,5535773,56,1:36.659,203.018,1
34,2,2,9,5,4.0,56,5546326,56,1:36.498,203.357,1
34,9,2,11,6,3.0,56,5550622,56,1:36.854,202.61,1
34,10,7,12,7,2.0,56,5559125,56,1:36.727,202.876,1
34,12,4,10,8,1.0,56,5574048,56,1:36.996,202.313,1
34,20,5,6,9,0.0,56,5581742,55,1:37.212,201.863,1
34,14,9,15,10,0.0,56,5592245,27,1:37.753,200.746,1
34,22,11,13,11,0.0,56,5602464,56,1:37.845,200.558,1
34,6,3,17,12,0.0,56,5608250,54,1:38.019,200.202,1
34,7,5,8,13,0.0,56,5608860,36,1:37.452,201.366,1
34,17,9,16,14,0.0,56,5609825,10,1:37.680,200.896,1
35,13,6,1,1,10.0,71,5651435,36,1:13.736,210.377,1
35,4,4,6,2,8.0,71,5664733,39,1:14.229,208.98,1
35,8,6,3,3,6.0,71,5667670,59,1:14.117,209.296,1
35,20,5,7,4,5.0,71,5689446,25,1:14.214,209.022,1
35,1,1,4,5,4.0,71,5690342,31,1:14.159,209.177,1
35,10,7,10,6,3.0,71,5695803,32,1:14.057,209.465,1
35,5,1,5,7,2.0,71,5706509,36,1:14.207,209.042,1
35,15,7,2,8,1.0,71,5719898,40,1:14.167,209.155,1
35,17,9,12,9,0.0,71,5731101,40,1:15.033,206.741,1
36,8,6,1,1,10.0,58,5128770,41,1:25.235,223.978,1
36,4,1,2,2,8.0,58,5136012,20,1:26.314,221.178,1
36,1,1,4,3,6.0,58,5147365,20,1:26.351,221.083,1
36,2,2,3,4,5.0,58,5167533,37,1:26.722,220.137,1
36,21,4,6,5,4.0,58,5195239,18,1:26.892,219.707,1
36,13,6,22,6,3.0,58,5195575,28,1:27.044,219.323,1
37,4,1,2,1,10.0,56,5534930,42,1:36.861,206.014,1
37,1,1,4,2,8.0,56,5552487,22,1:36.701,206.355,1
37,8,6,3,3,6.0,56,5553269,40,1:37.228,205.237,1
37,2,2,5,4,5.0,56,5568707,55,1:37.417,204.838,1
37,13,6,1,5,4.0,56,5571635,42,1:37.199,205.298,1
37,21,4,12,6,3.0,56,5600568,44,1:37.879,203.872,1
37,15,7,8,7,2.0,56,5605062,40,1:38.016,203.587,1
37,5,4,11,8,1.0,56,5606945,41,1:37.810,204.015,1
37,25,3,19,9,0.0,56,5624854,19,1:37.864,203.903,1
37,17,9,10,10,0.0,56,5628486,55,1:38.540,202.504,1
38,13,6,1,1,10.0,57,5607515,42,1:34.067,207.12,1
38,1,1,2,2,8.0,57,5609875,18,1:34.270,206.674,1
38,8,6,3,3,6.0,57,5618354,39,1:34.357,206.483,1
38,2,2,5,4,5.0,57,5621346,38,1:34.470,206.236,1
38,4,1,4,5,4.0,57,5621941,46,1:34.420,206.346,1
38,9,2,6,6,3.0,57,5653044,46,1:34.819,205.477,1
38,15,7,9,7,2.0,57,5688886,40,1:35.153,204.756,1
38,21,4,7,8,1.0,57,5689216,51,1:35.200,204.655,1
38,5,4,12,9,0.0,57,5696926,27,1:35.475,204.065,1
38,3,3,10,10,0.0,57,5697431,51,1:35.556,203.893,1
39,13,6,1,1,10.0,65,5496230,14,1:22.680,202.685,1
39,1,1,4,2,8.0,65,5503020,20,1:22.876,202.205,1
39,4,1,2,3,6.0,65,5513686,17,1:22.966,201.986,1
39,9,2,5,4,5.0,65,5527845,20,1:23.129,201.59,1
39,14,9,9,5,4.0,65,5554561,18,1:23.524,200.636,1
39,3,3,11,6,3.0,65,5555768,60,1:23.693,200.231,1
39,5,4,8,7,2.0,65,5558358,32,1:22.980,201.952,1
40,4,1,1,1,10.0,78,6029329,44,1:15.284,159.715,1
40,1,1,2,2,8.0,78,6033424,28,1:15.372,159.528,1
40,13,6,3,3,6.0,78,6098443,47,1:16.183,157.83,1
41,1,1,1,1,10.0,70,6251292,37,1:16.494,205.239,1
41,2,2,3,2,8.0,70,6255635,19,1:16.696,204.699,1
41,25,3,19,3,6.0,70,6256617,67,1:17.947,201.413,1
41,5,4,22,4,5.0,70,6258021,67,1:18.368,200.331,1
41,8,6,4,5,4.0,70,6264299,21,1:16.861,204.259,1
41,11,8,11,6,3.0,70,6267990,47,1:18.035,201.186,1
41,4,1,2,7,2.0,70,6273228,46,1:16.367,205.58,1
41,23,7,18,8,1.0,70,6274180,38,1:17.910,201.509,1
41,17,9,6,9,0.0,70,6274252,47,1:17.618,202.267,1
41,3,3,7,10,0.0,70,6275276,42,1:17.156,203.478,1
41,19,8,17,11,0.0,70,6275610,36,1:18.780,199.284,1
41,22,11,13,12,0.0,70,6281731,62,1:18.543,199.885,1
42,1,1,1,1,10.0,73,5469965,20,1:13.222,206.101,1
42,4,1,2,2,8.0,73,5471483,21,1:13.257,206.003,1
42,13,6,3,3,6.0,73,5482807,50,1:13.380,205.658,1
42,8,6,4,4,5.0,73,5485387,49,1:13.117,206.397,1
42,5,4,6,5,4.0,73,5511367,67,1:13.998,203.94,1
42,15,7,8,6,3.0,73,5536668,30,1:14.016,203.891,1
42,17,9,9,7,2.0,73,5537296,57,1:14.004,203.924,1
42,20,2,7,8,1.0,73,5537748,53,1:13.862,204.316,1
43,8,6,3,1,10.0,70,5454200,20,1:16.207,208.374,1
43,13,6,1,2,8.0,70,5456614,42,1:16.099,208.67,1
43,1,1,2,3,6.0,70,5486353,39,1:16.587,207.34,1
43,9,2,4,4,5.0,70,5495927,44,1:17.153,205.819,1
43,2,2,7,5,4.0,70,5503001,70,1:16.875,206.563,1
43,21,4,5,6,3.0,70,5506410,70,1:16.703,207.027,1
43,4,1,10,7,2.0,70,5510716,36,1:16.495,207.59,1
43,18,11,12,8,1.0,70,5513085,70,1:16.770,206.846,1
43,3,3,9,9,0.0,70,5522705,69,1:17.011,206.199,1
44,8,6,2,1,10.0,59,4903074,17,1:20.638,229.514,1
44,4,1,3,2,8.0,59,4905533,35,1:21.117,228.159,1
44,1,1,1,3,6.0,59,4942447,11,1:21.675,226.6,1
44,9,2,5,4,5.0,59,4956393,14,1:22.105,225.413,1
44,13,6,4,5,4.0,59,4957137,17,1:20.858,228.89,1
44,2,2,9,6,3.0,59,4959410,17,1:21.991,225.727,1
45,4,1,2,1,10.0,60,7586358,35,1:33.231,198.783,1
45,13,6,3,2,8.0,60,7594513,34,1:32.853,199.592,1
45,17,9,6,3,6.0,60,7652032,29,1:34.449,196.22,1
45,25,3,12,4,5.0,60,7652295,33,1:34.235,196.665,1
45,14,9,20,5,4.0,60,7660014,48,1:34.316,196.496,1
45,2,2,4,6,3.0,60,7666656,49,1:34.354,196.417,1
45,9,2,5,7,2.0,60,7668773,49,1:34.451,196.216,1
46,1,1,1,1,10.0,70,5752991,13,1:20.171,196.724,1
46,8,6,3,2,8.0,70,5753706,70,1:20.047,197.029,1
46,2,2,2,3,6.0,70,5796120,16,1:20.582,195.721,1
46,4,1,6,4,5.0,70,5797849,49,1:20.324,196.349,1
46,9,2,7,5,4.0,70,5800607,40,1:20.419,196.117,1
46,23,7,5,6,3.0,70,5803660,69,1:20.961,194.804,1
46,3,3,4,7,2.0,70,5812130,68,1:20.672,195.502,1
46,5,4,11,8,1.0,70,5821095,69,1:20.935,194.867,1
46,17,9,9,9,0.0,70,5829322,63,1:20.915,194.915,1
47,13,6,1,1,10.0,58,5202161,18,1:27.922,218.566,1
47,8,6,3,2,8.0,58,5204436,57,1:27.295,220.136,1
47,4,1,4,3,6.0,58,5228342,39,1:28.070,218.199,1
47,2,2,6,4,5.0,58,5241835,39,1:28.319,217.583,1
47,1,1,2,5,4.0,58,5247246,17,1:27.963,218.464,1
47,5,4,7,6,3.0,58,5248330,20,1:28.603,216.886,1
47,3,3,8,7,2.0,58,5257939,37,1:28.536,217.05,1
47,9,2,5,8,1.0,58,5258868,11,1:28.918,216.118,1
47,21,4,10,9,0.0,58,5261652,56,1:28.793,216.422,1
47,14,9,13,10,0.0,58,5273170,54,1:29.068,215.754,1
47,25,3,14,11,0.0,58,5281789,55,1:28.737,216.559,1
48,4,1,1,1,10.0,53,4717806,15,1:22.871,251.653,1
48,1,1,2,2,8.0,53,4723868,17,1:22.936,251.456,1
48,8,6,5,3,6.0,53,4745131,21,1:23.370,250.147,1
48,2,2,4,4,5.0,53,4774368,19,1:23.681,249.217,1
48,9,2,6,5,4.0,53,4778364,22,1:23.908,248.543,1
48,3,3,8,6,3.0,53,4783616,52,1:24.472,246.884,1
48,5,4,7,7,2.0,53,4784557,53,1:24.226,247.605,1
48,18,11,10,8,1.0,53,4789974,32,1:24.532,246.708,1
48,17,9,11,9,0.0,53,4793685,46,1:24.824,245.859,1
48,22,11,12,10,0.0,53,4794764,52,1:24.767,246.024,1
48,15,7,9,11,0.0,53,4795542,49,1:24.622,246.446,1
49,8,6,1,1,10.0,44,4839066,12,1:48.095,233.261,1
49,13,6,2,2,8.0,44,4843761,34,1:48.036,233.388,1
49,4,1,3,3,6.0,44,4853409,44,1:48.182,233.073,1
49,1,1,4,4,5.0,44,4862681,41,1:48.215,233.002,1
49,2,2,6,5,4.0,44,4890945,33,1:48.663,232.042,1
49,3,3,5,6,3.0,44,4915942,29,1:49.769,229.704,1
49,17,9,7,7,2.0,44,4919705,12,1:50.049,229.119,1
49,5,4,9,8,1.0,44,4924172,21,1:49.600,230.058,1
49,9,2,14,9,0.0,44,4924727,32,1:48.894,231.549,1
49,23,7,10,10,0.0,44,4927640,43,1:50.022,229.175,1
49,15,7,8,11,0.0,44,4942719,43,1:48.990,231.345,1
50,1,1,1,1,10.0,67,7234579,27,1:28.193,186.259,1
50,5,4,11,2,8.0,67,7242956,34,1:29.655,183.222,1
50,8,6,3,3,6.0,67,7244057,29,1:29.619,183.295,1
50,14,9,12,4,5.0,67,7254876,56,1:30.086,182.345,1
50,21,4,10,5,4.0,67,7273443,33,1:30.387,181.738,1
50,13,6,4,6,3.0,67,7283621,32,1:29.588,183.359,1
50,9,2,9,7,2.0,67,7283864,32,1:29.021,184.527,1
50,16,12,20,8,1.0,67,7294708,54,1:31.891,178.763,1
50,24,5,14,9,0.0,67,7315201,35,1:30.653,181.205,1
50,22,11,17,10,0.0,67,7322921,57,1:31.060,180.395,1
51,8,6,2,1,10.0,56,5878395,52,1:38.285,199.66,1
51,4,1,4,2,8.0,56,5888201,54,1:37.991,200.259,1
51,13,6,3,3,6.0,56,5891286,56,1:37.454,201.362,1
51,20,5,17,4,5.0,56,5931904,52,1:39.890,196.452,1
51,18,11,10,5,4.0,56,5947061,39,1:38.913,198.392,1
51,24,5,11,6,3.0,56,5952068,53,1:39.654,196.917,1
51,2,2,8,7,2.0,56,5952619,55,1:39.325,197.569,1
51,14,9,5,8,1.0,56,5959145,55,1:39.640,196.945,1
51,5,4,13,9,0.0,56,5959581,52,1:39.331,197.557,1
51,17,9,7,10,0.0,56,5963080,55,1:39.371,197.478,1
51,21,4,18,11,0.0,56,5965078,39,1:38.900,198.418,1
52,8,6,3,1,10.0,71,5295270,66,1:12.445,214.126,1
52,13,6,1,2,8.0,71,5296763,71,1:12.584,213.716,1
52,4,1,4,3,6.0,71,5352289,59,1:13.150,212.062,1
52,3,3,10,4,5.0,71,5358118,56,1:13.159,212.036,1
52,9,2,7,5,4.0,71,5366227,61,1:12.686,213.416,1
52,2,2,6,6,3.0,71,5366587,53,1:13.452,211.19,1
53,4,4,4,1,10.0,57,5386205,21,1:32.534,210.551,1
53,30,6,1,2,8.0,57,5387451,38,1:32.523,210.576,1
53,8,1,22,3,6.0,57,5405565,29,1:32.864,209.803,1
53,18,11,3,4,5.0,57,5406197,39,1:32.729,210.109,1
53,31,1,5,5,4.0,57,5423253,21,1:32.771,210.013,1
53,17,3,7,6,3.0,57,5428137,25,1:32.660,210.265,1
53,3,3,12,7,2.0,57,5449248,42,1:32.408,210.838,1
53,32,9,8,8,1.0,57,5452976,40,1:33.212,209.02,1
53,13,6,2,9,0.0,57,5456112,28,1:32.739,210.086,1
53,14,9,13,10,0.0,57,5461746,26,1:33.376,208.653,1
53,24,5,15,11,0.0,57,5472202,26,1:33.480,208.421,1
54,21,4,1,1,10.0,56,5440529,16,1:35.294,209.402,1
54,4,4,7,2,8.0,56,5445114,45,1:34.803,210.487,1
54,18,11,2,3,6.0,56,5450160,35,1:35.604,208.723,1
54,31,1,5,4,5.0,56,5479880,39,1:35.566,208.806,1
54,13,6,21,5,4.0,56,5483783,51,1:35.954,207.962,1
54,30,6,14,6,3.0,56,5484383,44,1:35.647,208.629,1
54,35,2,10,7,2.0,56,5520990,43,1:36.002,207.858,1
54,23,7,22,8,1.0,56,5521817,34,1:35.686,208.544,1
55,4,4,3,1,10.0,57,5667870,49,1:26.189,221.499,1
55,8,1,4,2,8.0,57,5669699,57,1:26.045,221.869,1
55,23,7,6,3,6.0,57,5692694,45,1:27.810,217.41,1
55,2,2,8,4,5.0,57,5698902,49,1:27.700,217.683,1
55,21,4,2,5,4.0,57,5706291,53,1:27.561,218.028,1
55,35,2,19,6,3.0,57,5717424,56,1:28.321,216.152,1
55,22,11,16,7,2.0,57,5719774,32,1:27.690,217.707,1
55,14,9,11,8,1.0,57,5721853,32,1:28.250,216.326,1
55,26,5,18,9,0.0,57,5746687,26,1:28.367,216.039,1
56,30,6,1,1,10.0,62,5466486,19,1:24.624,210.961,1
56,4,4,5,2,8.0,62,5468582,23,1:24.569,211.098,1
56,31,1,7,3,6.0,62,5482354,22,1:25.096,209.791,1
56,13,6,4,4,5.0,62,5483582,12,1:25.528,208.731,1
56,8,1,8,5,4.0,62,5484010,49,1:25.027,209.961,1
56,17,3,10,6,3.0,62,5504225,39,1:25.488,208.829,1
56,18,11,2,7,2.0,62,5506121,29,1:25.347,209.174,1
56,21,4,11,8,1.0,62,5506686,43,1:25.353,209.159,1
56,23,7,6,9,0.0,62,5511997,45,1:25.316,209.25,1
56,22,11,3,10,0.0,62,5544337,12,1:26.129,207.275,1
56,3,3,13,11,0.0,62,5546161,30,1:26.418,206.581,1
56,35,2,12,12,0.0,62,5548856,53,1:25.438,208.951,1
57,30,6,2,1,10.0,60,5758765,39,1:32.099,201.226,1
57,4,4,1,2,8.0,60,5762516,37,1:32.532,200.285,1
57,13,6,3,3,6.0,60,5763212,19,1:33.099,199.065,1
57,8,1,5,4,5.0,60,5763644,43,1:32.472,200.415,1
57,22,11,4,5,4.0,60,5831351,59,1:33.952,197.258,1
57,21,4,11,6,3.0,60,5832881,46,1:32.964,199.354,1
57,3,3,22,7,2.0,60,5833330,48,1:33.579,198.044,1
57,35,2,9,8,1.0,60,5848129,38,1:34.037,197.079,1
58,4,4,1,1,10.0,66,5181759,39,1:16.723,217.108,1
58,30,6,3,2,8.0,66,5200261,43,1:16.922,216.546,1
58,21,4,2,3,6.0,66,5205710,38,1:17.083,216.094,1
58,13,6,4,4,5.0,66,5211618,42,1:16.648,217.32,1
58,8,1,9,5,4.0,66,5238634,40,1:17.357,215.328,1
58,18,11,8,6,3.0,66,5240106,40,1:17.367,215.301,1
59,4,4,1,1,10.0,78,6223116,11,1:15.671,158.898,1
59,31,1,4,2,8.0,78,6237683,20,1:16.008,158.193,1
59,14,9,7,3,6.0,78,6275414,45,1:17.849,154.452,1
59,22,11,5,4,5.0,78,6276453,67,1:17.320,155.509,1
59,30,6,22,5,4.0,78,6276946,74,1:15.143,160.014,1
59,21,4,9,6,3.0,78,6285188,58,1:15.919,158.379,1
60,4,4,1,1,10.0,60,5151927,21,1:21.599,226.811,1
60,30,6,3,2,8.0,60,5165878,53,1:21.934,225.884,1
60,8,1,2,3,6.0,60,5170599,15,1:22.461,224.44,1
60,21,4,5,4,5.0,60,5171903,42,1:22.238,225.049,1
60,13,6,4,5,4.0,60,5183486,43,1:22.371,224.685,1
60,31,1,8,6,3.0,60,5216696,38,1:22.780,223.575,1
60,2,2,9,7,2.0,60,5223521,43,1:22.706,223.775,1
60,35,2,10,8,1.0,60,5230226,46,1:22.921,223.195,1
